,StockCode,InvoiceDate,Description,Quantity,Price,Revenue
1685,23084,2011-05-19 17:48:00,RABBIT NIGHT LIGHT,66,2.08,137.28
1686,23085,2011-09-19 14:55:00,ANTIQUE SILVER BAUBLE LAMP  ,6,10.4,62.400000000000006
1687,23086,2011-12-05 10:18:00,ZINC  STAR T-LIGHT HOLDER ,16,1.25,20.0
1688,23088,2011-09-28 14:57:00,ZINC HEART FLOWER T-LIGHT HOLDER,16,1.25,20.0
1689,23089,2011-08-05 17:12:00,GLASS BON BON JAR,6,1.65,9.899999999999999
1690,23090,2011-09-07 14:13:00,VINTAGE GLASS T-LIGHT HOLDER,36,0.83,29.879999999999995
1691,23091,2011-06-22 13:52:00,ZINC HERB GARDEN CONTAINER,16,6.25,100.0
1692,23092,2011-07-01 11:29:00,LARGE ANTIQUE WHITE PHOTO FRAME,12,7.900000000000001,94.80000000000001
1693,23093,2011-09-06 12:38:00,SMALL PARISIENNE HEART PHOTO FRAME ,64,2.3533333333333335,139.68
1694,23094,2011-05-16 08:16:00,LE GRAND TRAY CHIC SET,7,12.5,87.5
1695,23096,2011-06-06 13:48:00,PETIT TRAY CHIC,72,1.45,104.39999999999999
1696,23099,2011-06-27 08:48:00,FRENCH CARRIAGE LANTERN,8,6.65,53.2
1697,23100,2011-10-20 13:24:00,SILVER BELLS TABLE DECORATION,12,1.25,15.0
1698,23101,2011-09-19 14:55:00,SILVER STARS TABLE DECORATION,60,0.83,49.8
1699,23103,2011-12-07 11:42:00,JINGLE BELL HEART DECORATION,24,1.65,39.599999999999994
1700,23104,2011-06-07 14:12:00,IVORY CAFE HANGING LAMP ,3,12.5,37.5
1701,23107,2011-12-07 08:38:00,WHITE HEARTS WIRE PLANT POT HOLDER,8,0.79,6.32
1702,23108,2011-05-16 08:16:00,SET OF 10 LED DOLLY LIGHTS,196,5.942857142857143,1080.52
1703,23109,2011-09-23 14:49:00,PACK OF SIX LED TEA LIGHTS,60,2.89,173.4
1704,23110,2011-05-16 08:16:00,PARISIENNE KEY CABINET ,48,5.677272727272728,263.2
1705,23111,2011-05-16 14:53:00,PARISIENNE SEWING BOX,23,12.325000000000001,270.7
1706,23112,2011-05-16 14:53:00,PARISIENNE CURIO CABINET,31,7.39375,222.3
1707,23113,2011-10-10 12:37:00,PANTRY CHOPPING BOARD,6,4.95,29.700000000000003
1708,23114,2011-12-07 08:45:00,VINTAGE LEAF CHOPPING BOARD  ,9,4.95,44.550000000000004
1709,23118,2011-05-16 08:16:00,PARISIENNE JEWELLERY DRAWER ,28,7.5,210.0
1710,23119,2011-07-01 11:29:00,PACK OF 6 LARGE FRUIT STRAWS ,36,0.62,22.32
1711,23121,2011-09-07 14:13:00,PACK OF 6 COCKTAIL PARASOL STRAWS,48,0.42,20.16
1712,23122,2011-11-28 10:31:00,PARTY CHARMS 50 PIECES,12,0.83,9.959999999999999
1713,23123,2011-11-28 10:31:00,COCKTAIL SWORDS 50 PIECES,12,0.83,9.959999999999999
1714,23124,2011-06-24 15:51:00,18PC WOODEN CUTLERY SET DISPOSABLE,128,1.25,160.0
1715,23125,2011-07-01 11:29:00,6PC WOOD PLATE SET DISPOSABLE,12,1.25,15.0
1716,23126,2011-03-15 10:53:00,FELTCRAFT GIRL AMELIE KIT,34,4.95,168.3
1717,23127,2011-03-15 10:53:00,FELTCRAFT GIRL NICOLE KIT,10,4.95,49.5
1718,23128,2011-08-19 14:57:00,FELTCRAFT BOY JEAN-PAUL KIT,4,4.95,19.8
1719,23129,2011-08-17 13:40:00,HEART SHAPED HOLLY WREATH,68,4.07,263.0
1720,23130,2011-09-04 11:36:00,MISTLETOE HEART WREATH GREEN,20,4.15,83.0
1721,23131,2011-07-31 15:42:00,MISELTOE HEART WREATH CREAM,252,4.15,1045.8000000000002
1722,23132,2011-09-06 12:44:00,SMALL IVORY HEART WALL ORGANISER,18,5.483333333333333,93.9
1723,23133,2011-05-15 16:10:00,LARGE IVORY HEART WALL ORGANISER,28,8.049999999999999,211.8
1724,23136,2011-05-10 10:18:00,IVORY WIRE SWEETHEART LETTER TRAY,8,3.75,30.0
1725,23137,2011-12-07 08:38:00,ZINC WIRE SWEETHEART LETTER TRAY,8,1.25,10.0
1726,23138,2011-08-05 17:12:00,SINGLE WIRE HOOK IVORY HEART,24,1.45,34.8
1727,23139,2011-08-05 17:12:00,SINGLE WIRE HOOK PINK HEART,12,1.45,17.4
1728,23142,2011-05-17 15:17:00,IVORY WIRE KITCHEN ORGANISER,5,10.4,52.0
1729,23143,2011-05-17 15:17:00,ZINC WIRE KITCHEN ORGANISER,2,10.4,20.8
1730,23144,2011-05-16 13:20:00,ZINC T-LIGHT HOLDER STARS SMALL,72,0.83,59.76
1731,23145,2011-05-23 10:34:00,ZINC T-LIGHT HOLDER STAR LARGE,36,0.9499999999999998,34.199999999999996
1732,23146,2011-06-06 13:48:00,TRIPLE HOOK ANTIQUE IVORY ROSE,42,3.21,128.57999999999998
1733,23147,2011-06-06 13:48:00,SINGLE ANTIQUE ROSE HOOK IVORY,48,1.45,69.6
1734,23148,2011-08-05 17:12:00,MINIATURE ANTIQUE ROSE HOOK IVORY,60,0.83,49.8
1735,23149,2011-08-08 13:42:00,ANTIQUE IVORY WIRE BOWL SMALL,0,2.49,0.0
1736,23150,2011-08-05 17:12:00,IVORY SWEETHEART SOAP DISH,10,2.49,24.900000000000002
1737,23152,2011-05-17 15:17:00,IVORY SWEETHEART WIRE LETTER RACK ,20,3.75,75.0
1738,23153,2011-05-17 15:17:00,ZINC SWEETHEART WIRE LETTER RACK,12,3.75,45.0
1739,23154,2011-07-19 09:50:00,SET OF 4 JAM JAR MAGNETS,12,2.08,24.96
1740,23155,2011-05-16 13:20:00,KNICKERBOCKERGLORY MAGNET ASSORTED ,54,0.83,44.81999999999999
1741,23156,2011-07-21 17:09:00,SET OF 5 MINI GROCERY MAGNETS,12,2.08,24.96
1742,23157,2011-07-28 15:16:00,SET OF 6 NATIVITY MAGNETS ,540,1.7337500000000001,568.8
1743,23158,2011-05-08 11:37:00,SET OF 5 LUCKY CAT MAGNETS ,12,2.08,24.96
1744,23159,2011-06-17 09:23:00,SET OF 5 PANCAKE DAY MAGNETS,24,2.08,49.92
1745,23160,2011-06-09 13:46:00,REGENCY TEA SPOON,36,1.25,45.0
1746,23161,2011-06-09 13:46:00,REGENCY CAKE FORK,168,1.1975,184.8
1747,23162,2011-05-08 11:37:00,REGENCY TEA STRAINER,152,3.658,525.84
1748,23163,2011-05-17 15:17:00,REGENCY SUGAR TONGS,300,2.3533333333333335,687.96
1749,23164,2011-05-03 12:12:00,REGENCY CAKE SLICE,116,4.550000000000001,487.80000000000007
1750,23165,2011-05-26 11:40:00,LARGE CERAMIC TOP STORAGE JAR,132,1.6214285714285714,208.2
1751,23166,2011-06-22 11:46:00,MEDIUM CERAMIC TOP STORAGE JAR,468,1.1800000000000002,554.76
1752,23167,2011-06-22 11:46:00,SMALL CERAMIC TOP STORAGE JAR ,84,0.83,69.72
1753,23168,2011-05-26 11:40:00,CLASSIC CAFE SUGAR DISPENSER,156,1.25,195.0
1754,23169,2011-06-13 10:36:00,CLASSIC GLASS COOKIE JAR,55,4.113636363636363,221.05
1755,23170,2011-05-19 17:48:00,REGENCY TEA PLATE ROSES ,503,1.6071428571428572,791.55
1756,23171,2011-05-19 17:48:00,REGENCY TEA PLATE GREEN ,393,1.6179999999999999,629.2499999999999
1757,23172,2011-06-16 08:16:00,REGENCY TEA PLATE PINK,346,1.6136363636363635,551.6999999999999
1758,23173,2011-05-17 15:17:00,REGENCY TEAPOT ROSES ,174,9.377272727272727,1493.7
1759,23174,2011-05-17 15:17:00,REGENCY SUGAR BOWL GREEN,255,4.092857142857143,1029.45
1760,23175,2011-05-17 15:17:00,REGENCY MILK JUG PINK ,220,3.1538461538461537,667.0
1761,23176,2011-03-15 10:53:00,ABC TREASURE BOOK BOX ,72,2.25,162.0
1762,23177,2011-03-15 10:53:00,TREASURE ISLAND BOOK BOX,24,2.25,54.0
1763,23178,2011-03-18 09:17:00,JAM CLOCK MAGNET,17,2.89,49.129999999999995
1764,23179,2011-03-18 09:17:00,CLOCK MAGNET MUM'S KITCHEN,12,2.89,34.68
1765,23180,2011-09-08 10:08:00,MUM'S KITCHEN CLOCK,8,4.95,39.6
1766,23182,2011-06-06 13:48:00,TOILET SIGN OCCUPIED OR VACANT,48,0.83,39.839999999999996
1767,23183,2011-03-18 09:17:00,MOTHER'S KITCHEN SPOON REST ,37,3.75,138.75
1768,23184,2011-03-15 11:09:00,BULL DOG BOTTLE OPENER,12,4.95,59.400000000000006
1769,23185,2011-08-05 17:12:00,FRENCH STYLE STORAGE JAR JAM,12,0.29,3.4799999999999995
1770,23186,2011-07-14 13:51:00,FRENCH STYLE STORAGE JAR CAFE ,588,0.39714285714285713,386.5199999999999
1771,23187,2011-07-14 13:51:00,FRENCH STYLE STORAGE JAR BONBONS,126,0.29,36.53999999999999
1772,23188,2011-06-22 13:52:00,VINTAGE  2 METER FOLDING RULER,72,1.6499999999999997,118.79999999999998
1773,23189,2011-08-11 10:22:00,SET OF 12 FORK CANDLES,48,2.89,138.72
1774,23191,2011-05-16 14:53:00,BUNDLE OF 3 RETRO NOTE BOOKS,48,1.65,79.19999999999999
1775,23192,2011-05-16 13:20:00,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,216,1.575,327.59999999999997
1776,23193,2011-03-15 10:53:00,BUFFALO BILL TREASURE BOOK BOX,24,2.25,54.0
1777,23194,2011-03-15 10:53:00,GYMKHANA TREASURE BOOK BOX,24,2.25,54.0
1778,23196,2011-07-18 08:32:00,VINTAGE LEAF MAGNETIC NOTEPAD,60,1.16,69.6
1779,23197,2011-06-24 13:47:00,SKETCHBOOK MAGNETIC SHOPPING LIST,96,1.45,139.2
1780,23198,2011-06-24 15:51:00,PANTRY MAGNETIC  SHOPPING LIST,228,1.4375,321.0
1781,23199,2011-04-19 13:09:00,JUMBO BAG APPLES,130,2.08,270.40000000000003
1782,23200,2011-06-13 10:36:00,JUMBO BAG PEARS,50,2.08,104.0
1783,23201,2011-05-03 12:12:00,JUMBO BAG ALPHABET,223,2.072352941176471,462.54
1784,23202,2011-05-16 13:20:00,JUMBO BAG VINTAGE LEAF,253,2.072777777777778,524.94
1785,23203,2011-06-13 10:36:00,JUMBO BAG DOILEY PATTERNS,113,2.08,235.04000000000002
1786,23204,2011-04-19 13:09:00,CHARLOTTE BAG APPLES DESIGN,140,0.8175,106.0
1787,23205,2011-07-14 13:51:00,CHARLOTTE BAG VINTAGE ALPHABET ,340,0.785,250.0
1788,23206,2011-04-19 13:09:00,LUNCH BAG APPLE DESIGN,100,1.65,165.0
1789,23207,2011-04-19 13:09:00,LUNCH BAG ALPHABET DESIGN,142,1.65,234.3
1790,23208,2011-05-16 14:53:00,LUNCH BAG VINTAGE LEAF DESIGN,80,1.6499999999999997,132.0
1791,23209,2011-05-16 14:53:00,LUNCH BAG DOILEY PATTERN ,143,1.65,235.95
1792,23210,2011-08-19 14:57:00,WHITE ROCKING HORSE HAND PAINTED,192,1.208,209.76
1793,23211,2011-08-19 14:57:00,RED ROCKING HORSE HAND PAINTED,48,1.25,60.0
1794,23212,2011-09-23 12:36:00,HEART WREATH DECORATION WITH BELL,168,1.18,179.76
1795,23213,2011-11-22 11:04:00,STAR WREATH DECORATION WITH BELL,12,1.25,15.0
1796,23214,2011-10-07 10:06:00,JINGLE BELL HEART ANTIQUE GOLD,12,2.08,24.96
1797,23218,2011-11-22 11:04:00,LAUREL STAR ANTIQUE GOLD,12,1.25,15.0
1798,23220,2011-10-20 13:24:00,REINDEER HEART DECORATION GOLD,48,0.83,39.839999999999996
1799,23221,2011-12-01 17:51:00,REINDEER HEART DECORATION SILVER,12,0.83,9.959999999999999
1800,23222,2011-10-30 14:57:00,CHRISTMAS TREE HANGING GOLD,12,0.83,9.959999999999999
1801,23224,2011-10-30 14:57:00,CHERUB HEART DECORATION GOLD,24,0.83,19.919999999999998
1802,23225,2011-10-20 09:28:00,CHERUB HEART DECORATION SILVER ,168,0.7933333333333333,123.6
1803,23226,2011-08-19 14:57:00,FILIGREE HEART DAISY WHITE,48,1.25,60.0
1804,23227,2011-08-19 14:57:00,FILIGREE HEART BUTTERFLY WHITE ,24,1.25,30.0
1805,23229,2011-07-01 11:29:00,VINTAGE DONKEY TAIL GAME ,62,3.75,232.5
1806,23230,2011-02-15 14:50:00,WRAP ALPHABET DESIGN,1175,0.38666666666666666,425.5
1807,23231,2011-07-04 12:38:00,WRAP DOILEY DESIGN,50,0.42,21.0
1808,23232,2011-02-15 14:50:00,WRAP VINTAGE PETALS  DESIGN,675,0.3933333333333333,251.5
1809,23234,2011-09-23 14:49:00,BISCUIT TIN VINTAGE CHRISTMAS,12,2.89,34.68
1810,23235,2011-06-30 15:46:00,STORAGE TIN VINTAGE LEAF,6,2.89,17.34
1811,23236,2011-06-09 13:46:00,DOILEY BISCUIT TIN,264,2.661428571428572,666.96
1812,23237,2011-08-21 13:11:00,SET OF 4 KNICK KNACK TINS LEAF,6,4.15,24.900000000000002
1813,23239,2011-08-05 17:12:00,SET OF 4 KNICK KNACK TINS POPPIES,2,4.15,8.3
1814,23240,2011-06-09 13:46:00,SET OF 4 KNICK KNACK TINS DOILEY ,42,4.15,174.3
1815,23241,2011-06-13 10:36:00,TREASURE TIN GYMKHANA DESIGN,60,2.0033333333333334,113.76000000000002
1816,23242,2011-08-05 17:12:00,TREASURE TIN BUFFALO BILL ,6,2.08,12.48
1817,23243,2011-06-16 08:16:00,SET OF TEA COFFEE SUGAR TINS PANTRY,81,4.95,400.95000000000005
1818,23244,2011-08-05 17:12:00,ROUND STORAGE TIN VINTAGE LEAF,18,1.95,35.099999999999994
1819,23245,2011-06-09 13:46:00,SET OF 3 REGENCY CAKE TINS,268,4.861111111111111,1224.2
1820,23247,2011-08-12 09:14:00,BISCUIT TIN 50'S CHRISTMAS,41,2.89,118.49
1821,23249,2011-06-22 11:46:00,VINTAGE RED ENAMEL TRIM PLATE,48,1.65,79.19999999999999
1822,23250,2011-06-22 11:46:00,VINTAGE RED TRIM ENAMEL BOWL ,84,1.25,105.0
1823,23251,2011-06-22 11:46:00,VINTAGE RED ENAMEL TRIM MUG ,96,1.25,120.0
1824,23252,2011-06-22 11:46:00,VINTAGE RED ENAMEL TRIM JUG ,40,3.75,150.0
1825,23253,2011-07-04 12:38:00,16 PIECE CUTLERY SET PANTRY DESIGN,12,15.949999999999998,191.39999999999998
1826,23254,2011-08-23 15:11:00,CHILDRENS CUTLERY DOLLY GIRL ,12,4.15,49.800000000000004
1827,23256,2011-08-23 15:11:00,CHILDRENS CUTLERY SPACEBOY ,4,4.15,16.6
1828,23263,2011-08-26 14:29:00,SET OF 3 WOODEN HEART DECORATIONS,144,1.1975,159.84
1829,23264,2011-08-19 14:57:00,SET OF 3 WOODEN SLEIGH DECORATIONS,72,1.25,90.0
1830,23265,2011-11-15 14:56:00,SET OF 3 WOODEN TREE DECORATIONS,48,1.25,60.0
1831,23266,2011-08-19 14:57:00,SET OF 3 WOODEN STOCKING DECORATION,72,1.25,90.0
1832,23267,2011-06-24 15:51:00,SET OF 4 SANTA PLACE SETTINGS,120,1.25,150.0
1833,23268,2011-09-23 12:36:00,SET OF 2 CERAMIC CHRISTMAS REINDEER,24,1.45,34.8
1834,23269,2011-08-19 14:57:00,SET OF 2 CERAMIC CHRISTMAS TREES,24,1.45,34.8
1835,23270,2011-12-01 08:52:00,SET OF 2 CERAMIC PAINTED HEARTS ,12,1.45,17.4
1836,23271,2011-06-24 15:51:00,CHRISTMAS TABLE SILVER CANDLE SPIKE,80,0.83,66.39999999999999
1837,23272,2011-12-05 10:18:00,TREE T-LIGHT HOLDER WILLIE WINKIE,12,1.65,19.799999999999997
1838,23273,2011-06-13 10:36:00,HEART T-LIGHT HOLDER WILLIE WINKIE,60,1.65,98.99999999999999
1839,23274,2011-09-20 10:01:00,STAR T-LIGHT HOLDER WILLIE WINKIE,36,1.6499999999999997,59.39999999999999
1840,23275,2011-09-14 09:38:00,SET OF 3 HANGING OWLS OLLIE BEAK,36,1.25,45.0
1841,23280,2011-07-19 09:50:00,FOLDING BUTTERFLY MIRROR HOT PINK ,12,0.83,9.959999999999999
1842,23281,2011-07-19 12:10:00,FOLDING BUTTERFLY MIRROR RED  ,24,0.83,19.919999999999998
1843,23282,2011-05-20 10:27:00,FOLDING BUTTERFLY MIRROR IVORY ,36,0.83,29.879999999999995
1844,23283,2011-05-05 11:38:00,DOORMAT VINTAGE LEAVES DESIGN ,20,7.83,148.2
1845,23284,2011-05-17 15:17:00,DOORMAT KEEP CALM AND COME IN,14,7.75,100.5
1846,23285,2011-06-29 10:00:00,PINK VINTAGE SPOT BEAKER,32,0.85,27.2
1847,23286,2011-06-29 10:00:00,BLUE VINTAGE SPOT BEAKER,32,0.85,27.2
1848,23287,2011-06-29 10:00:00,RED VINTAGE SPOT BEAKER,24,0.85,20.4
1849,23288,2011-07-04 12:38:00,GREEN VINTAGE SPOT BEAKER,24,0.85,20.4
1850,23289,2011-09-07 16:00:00,DOLLY GIRL CHILDRENS BOWL,16,1.25,20.0
1851,23290,2011-09-07 16:00:00,SPACEBOY CHILDRENS BOWL,16,1.25,20.0
1852,23291,2011-09-07 16:00:00,DOLLY GIRL CHILDRENS CUP,24,1.25,30.0
1853,23292,2011-06-22 13:52:00,SPACEBOY CHILDRENS CUP,14,1.25,17.5
1854,23293,2011-07-19 09:10:00,SET OF 12 FAIRY CAKE BAKING CASES,480,0.8024999999999999,356.15999999999997
1855,23294,2011-07-19 09:10:00,SET OF 6 SNACK LOAF BAKING CASES,496,0.8024999999999999,369.44
1856,23295,2011-07-19 09:50:00,SET OF 12 MINI LOAF BAKING CASES,88,0.83,73.03999999999999
1857,23296,2011-07-19 09:50:00,SET OF 6 TEA TIME BAKING CASES,84,1.25,105.0
1858,23297,2011-07-19 09:10:00,SET 40 HEART SHAPE PETIT FOUR CASES,320,1.6166666666666665,480.0
1859,23298,2011-05-15 16:10:00,SPOTTY BUNTING,515,4.886,2229.2500000000005
1860,23299,2011-05-08 11:37:00,FOOD COVER WITH BEADS SET 2 ,160,3.714,564.0
1861,23300,2011-06-24 15:51:00,GARDENERS KNEELING PAD CUP OF TEA ,48,1.6499999999999997,79.19999999999999
1862,23301,2011-06-22 13:52:00,GARDENERS KNEELING PAD KEEP CALM ,70,1.65,115.49999999999999
1863,23302,2011-07-27 13:14:00,KNEELING MAT HOUSEWORK  DESIGN,84,1.478,117.95999999999998
1864,23306,2011-06-09 13:46:00,SET OF 36 DOILIES PANTRY DESIGN,132,1.45,191.39999999999998
1865,23307,2011-07-04 12:38:00,SET OF 60 PANTRY DESIGN CAKE CASES ,432,0.55,237.60000000000002
1866,23308,2011-06-06 13:48:00,SET OF 60 VINTAGE LEAF CAKE CASES ,360,0.55,198.00000000000003
1867,23310,2011-06-13 10:36:00,BUBBLEGUM RING ASSORTED,252,0.42000000000000004,105.83999999999999
1868,23311,2011-09-23 12:36:00,VINTAGE CHRISTMAS STOCKING ,78,2.55,198.89999999999998
1869,23312,2011-09-28 14:57:00,VINTAGE CHRISTMAS GIFT SACK,16,4.15,66.4
1870,23313,2011-10-06 10:48:00,VINTAGE CHRISTMAS BUNTING,60,4.683333333333334,257.0
1871,23314,2011-07-28 15:16:00,VINTAGE CHRISTMAS TABLECLOTH,20,12.5,250.0
1872,23315,2011-07-28 15:16:00,IVORY REFECTORY CLOCK,40,8.51,333.20000000000005
1873,23316,2011-09-07 16:00:00,RED REFECTORY CLOCK ,6,9.95,59.699999999999996
1874,23317,2011-10-19 10:48:00,BLUE REFECTORY CLOCK ,4,9.95,39.8
1875,23318,2011-07-28 15:16:00,BOX OF 6 MINI VINTAGE CRACKERS,259,2.197142857142857,551.02
1876,23319,2011-10-19 10:48:00,BOX OF 6 MINI 50'S CRACKERS,24,2.49,59.760000000000005
1877,23320,2011-08-12 09:14:00,GIANT 50'S CHRISTMAS CRACKER,192,2.4063636363636367,456.96
1878,23321,2011-08-15 14:39:00,SMALL WHITE HEART OF WICKER,48,1.65,79.19999999999999
1879,23322,2011-06-22 13:52:00,LARGE WHITE HEART OF WICKER,112,2.8833333333333333,314.40000000000003
1880,23323,2011-10-07 10:06:00,WHITE WICKER STAR ,12,2.1,25.200000000000003
1881,23324,2011-09-06 12:38:00,RUSTIC STRAWBERRY JAMPOT LARGE ,36,2.08,74.88
1882,23325,2011-09-07 16:00:00,RUSTIC STRAWBERRY JAM POT SMALL,19,1.6499999999999997,31.349999999999994
1883,23326,2011-08-23 15:11:00,HANGING MINI COLOURED BOTTLES,192,0.63,120.96000000000001
1884,23328,2011-08-12 09:14:00,SET 6 SCHOOL MILK BOTTLES IN CRATE,49,3.75,183.75
1885,23329,2011-11-15 14:57:00,DECORATIVE WICKER HEART LARGE,36,1.6499999999999997,59.39999999999999
1886,23330,2011-09-20 10:01:00,DECORATIVE WICKER HEART MEDIUM,48,1.25,60.0
1887,23332,2011-08-19 14:57:00,IVORY WICKER HEART LARGE,48,1.65,79.19999999999999
1888,23333,2011-09-19 14:55:00,IVORY WICKER HEART MEDIUM,36,1.25,45.0
1889,23335,2011-09-02 11:43:00,EGG FRYING PAN IVORY ,6,2.08,12.48
1890,23336,2011-09-28 12:20:00,EGG FRYING PAN PINK ,6,2.08,12.48
1891,23337,2011-09-28 12:20:00,EGG FRYING PAN MINT ,6,2.08,12.48
1892,23338,2011-09-28 12:20:00,EGG FRYING PAN RED ,6,2.08,12.48
1893,23339,2011-09-28 12:20:00,EGG FRYING PAN BLUE ,6,2.08,12.48
1894,23340,2011-09-06 12:38:00,VINTAGE CHRISTMAS CAKE FRILL,36,1.65,59.39999999999999
1895,23341,2011-10-10 12:37:00,PINK DINER WALL CLOCK,6,8.5,51.0
1896,23342,2011-07-28 14:27:00,MINT DINER WALL CLOCK,10,8.5,85.0
1897,23343,2011-08-17 12:29:00,JUMBO BAG VINTAGE CHRISTMAS ,50,2.08,104.0
1898,23344,2011-08-17 13:40:00,JUMBO BAG 50'S CHRISTMAS ,50,2.08,104.0
1899,23345,2011-09-20 10:01:00, DOLLY GIRL BEAKER,24,1.25,30.0
1900,23346,2011-09-20 10:01:00,SPACEBOY BEAKER,12,1.25,15.0
1901,23348,2011-09-07 16:00:00,CHILDRENS TOY COOKING UTENSIL SET,24,2.08,49.92
1902,23349,2011-09-26 10:05:00,ROLL WRAP VINTAGE CHRISTMAS,48,1.25,60.0
1903,23350,2011-09-06 12:38:00,ROLL WRAP VINTAGE SPOT ,48,1.25,60.0
1904,23351,2011-09-06 12:38:00,ROLL WRAP 50'S CHRISTMAS,60,1.25,75.0
1905,23352,2011-09-23 14:49:00,ROLL WRAP 50'S RED CHRISTMAS ,12,1.25,15.0
1906,23353,2011-09-14 09:38:00,6 GIFT TAGS VINTAGE CHRISTMAS ,72,0.8299999999999998,59.76
1907,23354,2011-09-20 11:35:00,6 GIFT TAGS 50'S CHRISTMAS ,84,0.83,69.72
1908,23355,2011-09-07 16:00:00,HOT WATER BOTTLE KEEP CALM,44,4.816666666666667,198.60000000000002
1909,23356,2011-09-21 12:23:00,LOVE HOT WATER BOTTLE,66,5.807142857142857,368.70000000000005
1910,23358,2011-09-23 12:36:00,HOT STUFF HOT WATER BOTTLE,54,2.75,112.5
1911,23359,2011-11-13 13:03:00,SET OF 12 T-LIGHTS VINTAGE DOILY,24,1.95,46.8
1912,23360,2011-08-05 17:12:00,SET 8 CANDLES VINTAGE DOILY,112,1.89,196.79999999999998
1913,23366,2011-09-26 12:48:00,SET 12 COLOURING PENCILS DOILY,16,0.65,10.4
1914,23367,2011-10-07 10:06:00,SET 12 COLOUR PENCILS SPACEBOY ,48,0.65,31.200000000000003
1915,23368,2011-10-07 10:06:00,SET 12 COLOUR PENCILS DOLLY GIRL ,32,0.65,20.8
1916,23373,2011-09-23 14:49:00,VINTAGE CHRISTMAS PAPER GIFT BAG,50,0.82,41.0
1917,23374,2011-09-07 13:06:00,RED SPOT PAPER GIFT BAG,80,0.82,65.6
1918,23378,2011-09-21 12:23:00,PACK OF 12 50'S CHRISTMAS TISSUES,48,0.39,18.72
1919,23380,2011-11-22 11:04:00,PACK OF 12 VINTAGE DOILY TISSUES,24,0.39,9.36
1920,23382,2011-10-17 13:47:00,BOX OF 6 CHRISTMAS CAKE DECORATIONS,80,3.698888888888889,283.44
1921,23388,2011-10-18 09:32:00,WOODLAND MINI RUCKSACK ,4,4.15,16.6
1922,23389,2011-09-20 10:01:00,SPACEBOY MINI BACKPACK,8,4.15,33.2
1923,23390,2011-09-20 10:01:00,DOLLY GIRL MINI BACKPACK,8,4.15,33.2
1924,23392,2011-09-20 10:01:00,SPACEBOY ROCKET LOLLY MAKERS,6,2.08,12.48
1925,23393,2011-09-07 16:00:00,HOME SWEET HOME CUSHION COVER ,16,3.75,60.0
1926,23395,2011-09-21 12:23:00,BELLE JARDINIERE CUSHION COVER,4,3.75,15.0
1927,23396,2011-09-07 16:00:00,LA JARDIN BOTANIQUE CUSHION COVER,4,3.75,15.0
1928,23397,2011-09-06 12:38:00,FOOT STOOL HOME SWEET HOME ,38,9.5,334.9
1929,23398,2011-09-22 10:37:00,HANGING HEART BONHEUR,24,0.85,20.4
1930,23399,2011-09-15 09:53:00,HOME SWEET HOME HANGING HEART,36,0.85,30.599999999999998
1931,23400,2011-09-14 09:38:00,SHELF WITH 4 HOOKS HOME SWEET HOME,4,6.25,25.0
1932,23401,2011-09-14 09:38:00,RUSTIC MIRROR WITH LACE HEART,8,6.25,50.0
1933,23402,2011-09-23 12:36:00,HOME SWEET HOME 3 PEG HANGER ,16,3.75,60.0
1934,23403,2011-09-14 09:38:00,LETTER HOLDER HOME SWEET HOME,20,3.75,75.0
1935,23404,2011-09-22 10:37:00,HOME SWEET HOME BLACKBOARD,18,4.95,89.10000000000001
1936,23405,2011-11-10 19:40:00,HOME SWEET HOME 2 DRAWER CABINET,4,4.95,19.8
1937,23406,2011-09-07 10:23:00,HOME SWEET HOME KEY HOLDER,6,6.25,37.5
1938,23407,2011-09-20 10:01:00,SET OF 2 TRAYS HOME SWEET HOME,10,9.95,99.5
1939,23408,2011-10-10 12:37:00,PHOTO FRAME LINEN AND LACE SMALL,18,2.08,37.44
1940,23409,2011-09-07 16:00:00,PHOTO FRAME LINEN AND LACE LARGE,18,3.75,67.5
1941,23411,2011-09-06 12:38:00, TRELLIS COAT RACK,18,4.95,89.10000000000001
1942,23413,2011-09-07 16:00:00,VINTAGE COFFEE GRINDER BOX,24,4.95,118.80000000000001
1943,23414,2011-10-10 12:37:00,ZINC BOX SIGN HOME,1,9.95,9.95
1944,23415,2011-11-22 11:04:00,HOME SWEET HOME HOOK,48,0.8099999999999999,33.839999999999996
1945,23417,2011-12-07 08:38:00,BATHROOM HOOK,12,0.39,4.68
1946,23419,2011-09-20 10:01:00,HOME SWEET HOME BOTTLE ,24,2.08,49.92
1947,23422,2011-11-22 11:04:00,PANTRY HOOK BALLOON WHISK ,12,2.08,24.96
1948,23423,2011-09-26 12:48:00,PANTRY 3 HOOK ROLLING PIN HANGER,24,3.75,90.0
1949,23424,2011-09-23 12:36:00,GINGHAM RECIPE BOOK BOX,16,4.95,79.2
1950,23425,2011-09-20 10:01:00,STORAGE TIN HOME SWEET HOME,6,2.49,14.940000000000001
1951,23426,2011-10-10 12:37:00,METAL SIGN DROP YOUR PANTS,12,2.89,34.68
1952,23427,2011-09-14 09:38:00,STOOL HOME SWEET HOME ,9,12.5,112.5
1953,23428,2011-11-22 11:04:00,IVORY RETRO KITCHEN WALL CLOCK,2,8.15,16.3
1954,23429,2011-11-22 11:04:00,RED RETRO KITCHEN WALL CLOCK,2,8.15,16.3
